timestamp,job_id,task_id,cpu_rate,mem_usage,duration
3311,job_2058,2058,1472,1927,21
3312,job_2059,2059,1001,2672,30
3312,job_2060,2060,685,1427,44
3313,job_2061,2061,982,2131,45
3315,job_2062,2062,283,428,14
3317,job_2063,2063,790,2026,12
3318,job_2064,2064,1055,1882,49
3318,job_2065,2065,915,1436,21
3318,job_2066,2066,1179,1883,49
3324,job_2067,2067,401,501,13
3326,job_2068,2068,1007,2018,33
3326,job_2069,2069,954,1978,14
3327,job_2070,2070,1495,2392,36
3329,job_2071,2071,1004,1829,41
3335,job_2072,2072,433,355,10
3335,job_2073,2073,1224,2095,19
3335,job_2074,2074,1751,2398,46
3337,job_2075,2075,893,1041,38
3337,job_2076,2076,480,2353,19
3339,job_2077,2077,890,2081,17
3343,job_2078,2078,323,476,14
3344,job_2079,2079,1379,2199,38
3344,job_2080,2080,1325,2065,18
3345,job_2081,2081,878,1946,38
3353,job_2082,2082,233,393,11
3353,job_2083,2083,1223,1694,34
3359,job_2084,2084,179,557,9
3361,job_2085,2085,1032,2057,30
3361,job_2086,2086,1121,2016,27
3371,job_2087,2087,402,463,14
3372,job_2088,2088,1236,1314,36
3374,job_2089,2089,813,1815,48
3376,job_2090,2090,1221,2378,32
3386,job_2091,2091,114,400,6
3388,job_2092,2092,1338,1251,40
3390,job_2093,2093,1721,1943,37
3391,job_2094,2094,1629,1193,47
3392,job_2095,2095,1074,2019,17
3393,job_2096,2096,1225,2686,10
3398,job_2097,2097,238,567,13
3400,job_2098,2098,1325,1352,16
3402,job_2099,2099,837,2037,31
3404,job_2100,2100,1128,1843,33
3406,job_2101,2101,733,2386,41
3407,job_2102,2102,1377,1528,12
3411,job_2103,2103,397,515,16
3412,job_2104,2104,1445,2342,44
3412,job_2105,2105,1096,2577,14
3414,job_2106,2106,1241,1629,35
3423,job_2107,2107,284,394,9
3425,job_2108,2108,1435,1409,26
3427,job_2109,2109,155,486,8
3429,job_2110,2110,1134,1566,37
3431,job_2111,2111,1127,1784,24
3431,job_2112,2112,1281,1242,49
3433,job_2113,2113,1760,2001,38
3434,job_2114,2114,1192,1350,42
3435,job_2115,2115,946,2178,37
3435,job_2116,2116,1293,2397,19
3436,job_2117,2117,1350,1533,14
3436,job_2118,2118,1047,1238,24
3441,job_2119,2119,408,580,12
3442,job_2120,2120,1031,2026,22
3451,job_2121,2121,222,649,17
3460,job_2122,2122,364,624,7
3462,job_2123,2123,1411,1364,26
3462,job_2124,2124,1278,1461,38
3462,job_2125,2125,1479,1992,43
3464,job_2126,2126,1392,1983,40
3464,job_2127,2127,766,896,39
3469,job_2128,2128,335,455,10
3476,job_2129,2129,378,471,8
3478,job_2130,2130,1705,1873,11
3479,job_2131,2131,1429,1906,23
3480,job_2132,2132,1246,2414,27
3480,job_2133,2133,1474,2319,22
3482,job_2134,2134,892,1796,50
3483,job_2135,2135,1555,3026,41
3485,job_2136,2136,1998,2007,11
3486,job_2137,2137,790,2225,43
3491,job_2138,2138,224,452,5
3492,job_2139,2139,1184,2328,42
3493,job_2140,2140,914,2239,33
3494,job_2141,2141,1163,2699,14
3494,job_2142,2142,1318,823,24
3503,job_2143,2143,344,481,14
3504,job_2144,2144,887,2139,34
3506,job_2145,2145,977,1781,17
3507,job_2146,2146,1084,2589,20
3509,job_2147,2147,1310,2435,37
3511,job_2148,2148,1467,1568,43
3513,job_2149,2149,833,1815,16
3514,job_2150,2150,1204,2634,12
3516,job_2151,2151,755,2558,19
3518,job_2152,2152,1004,2073,15
3520,job_2153,2153,777,2095,10
3522,job_2154,2154,1421,1382,18
3522,job_2155,2155,1819,2396,33
3523,job_2156,2156,1580,2385,20
3529,job_2157,2157,308,466,11
3539,job_2158,2158,326,507,11
3541,job_2159,2159,1085,1591,14
3546,job_2160,2160,217,604,11
3548,job_2161,2161,1305,2037,46
3550,job_2162,2162,919,1831,50
3551,job_2163,2163,1355,2152,37
3552,job_2164,2164,1540,2188,33
3552,job_2165,2165,1292,2143,20
3561,job_2166,2166,447,369,16
3563,job_2167,2167,1282,2047,40
3566,job_2168,2168,384,553,6
3571,job_2169,2169,389,457,11
3574,job_2170,2170,322,576,15
3577,job_2171,2171,267,628,9
3577,job_2172,2172,1192,1171,20
3577,job_2173,2173,1164,1693,18
3578,job_2174,2174,1400,2540,18
3580,job_2175,2175,1361,1714,34
3581,job_2176,2176,1128,1659,38
3582,job_2177,2177,1945,2734,47
3586,job_2178,2178,176,548,13
3588,job_2179,2179,1096,1767,26
3588,job_2180,2180,1476,1565,11
3597,job_2181,2181,198,447,10
3597,job_2182,2182,1325,1494,39
3598,job_2183,2183,1482,1256,44
3606,job_2184,2184,275,686,18
3606,job_2185,2185,1199,1939,11
3608,job_2186,2186,1505,1819,31
3609,job_2187,2187,1101,1397,20
3610,job_2188,2188,990,2021,29
3611,job_2189,2189,1596,1932,40
3612,job_2190,2190,1609,1512,42
3615,job_2191,2191,272,426,13
3618,job_2192,2192,230,578,15
3618,job_2193,2193,719,2220,40
3620,job_2194,2194,373,498,6
3622,job_2195,2195,1104,1842,39
3630,job_2196,2196,172,474,18
3631,job_2197,2197,1053,1078,20
3633,job_2198,2198,1374,1567,16
3638,job_2199,2199,352,485,6
3638,job_2200,2200,1225,1295,34
3640,job_2201,2201,1594,1404,22
3642,job_2202,2202,1670,2594,38
3652,job_2203,2203,272,555,12
3657,job_2204,2204,256,495,9
3658,job_2205,2205,1410,2062,10
3663,job_2206,2206,375,304,16
3663,job_2207,2207,1569,1688,44
3664,job_2208,2208,1140,1563,19
3666,job_2209,2209,1245,1468,43
3667,job_2210,2210,1263,1683,22
3669,job_2211,2211,285,530,18
3671,job_2212,2212,1050,1553,43
3673,job_2213,2213,1496,2171,16
3683,job_2214,2214,388,494,7
3685,job_2215,2215,994,1143,30
3686,job_2216,2216,1471,2104,49
3696,job_2217,2217,264,506,14
3704,job_2218,2218,645,487,16
3704,job_2219,2219,1470,1694,37
3705,job_2220,2220,1250,1667,24
3706,job_2221,2221,728,2660,36
3708,job_2222,2222,1657,1312,33
3710,job_2223,2223,1464,1689,28
3711,job_2224,2224,1168,2951,16
3711,job_2225,2225,1652,2015,29
3716,job_2226,2226,561,456,17
3717,job_2227,2227,1435,2434,22
3718,job_2228,2228,1667,1946,16
3720,job_2229,2229,802,2617,25
3721,job_2230,2230,899,2837,30
3722,job_2231,2231,1251,1400,30
3723,job_2232,2232,1382,2010,15
3724,job_2233,2233,1210,1526,15
3725,job_2234,2234,1298,1847,12
3729,job_2235,2235,100,528,8
3729,job_2236,2236,1422,2099,32
3731,job_2237,2237,1283,2948,48
3731,job_2238,2238,1456,2292,46
3731,job_2239,2239,1408,1689,22
3735,job_2240,2240,206,415,13
3735,job_2241,2241,1237,1186,36
3745,job_2242,2242,220,673,7
3752,job_2243,2243,100,460,10
3753,job_2244,2244,842,1954,25
3755,job_2245,2245,929,2396,42
3758,job_2246,2246,170,551,17
3760,job_2247,2247,1074,3042,42
3760,job_2248,2248,1454,2266,28
3769,job_2249,2249,451,345,12
3769,job_2250,2250,883,1871,40
3770,job_2251,2251,632,1682,48
3771,job_2252,2252,1338,1813,43
3772,job_2253,2253,1689,1638,35
3773,job_2254,2254,744,1989,37
3775,job_2255,2255,295,543,11
3776,job_2256,2256,721,2172,23
3776,job_2257,2257,836,2869,38
3777,job_2258,2258,1281,1966,35
3779,job_2259,2259,1368,1924,34
3781,job_2260,2260,1655,2554,18
3790,job_2261,2261,217,404,15
3800,job_2262,2262,368,450,20
3800,job_2263,2263,772,1882,44
3804,job_2264,2264,371,436,16
3805,job_2265,2265,1505,1797,47
3807,job_2266,2266,1353,2429,31
3807,job_2267,2267,1323,1605,47
3812,job_2268,2268,131,682,17
3814,job_2269,2269,1343,2498,38
3815,job_2270,2270,1803,1928,10
3816,job_2271,2271,1433,1936,41
3823,job_2272,2272,166,455,10
3825,job_2273,2273,227,272,6
3826,job_2274,2274,1216,2012,23
3836,job_2275,2275,131,390,13
3838,job_2276,2276,1372,2436,12
3846,job_2277,2277,316,567,15
3847,job_2278,2278,1254,2062,34
3853,job_2279,2279,207,470,7
3853,job_2280,2280,1181,2815,49
3855,job_2281,2281,1061,1111,47
3857,job_2282,2282,1583,2695,17
3858,job_2283,2283,1702,2184,10
3859,job_2284,2284,1156,2854,28
3859,job_2285,2285,1154,2433,50
3861,job_2286,2286,1381,2202,11
3861,job_2287,2287,1331,2293,24
3861,job_2288,2288,1107,2428,28
3862,job_2289,2289,1123,1546,13
3864,job_2290,2290,1556,2280,15
3872,job_2291,2291,358,676,16
3873,job_2292,2292,875,1603,18
3873,job_2293,2293,1003,2360,38
3874,job_2294,2294,948,2461,37
3876,job_2295,2295,742,1745,25
3876,job_2296,2296,457,2160,43
3879,job_2297,2297,119,583,7
3889,job_2298,2298,299,567,16
3891,job_2299,2299,792,2144,26
3893,job_2300,2300,985,1275,14
3894,job_2301,2301,931,2635,47
3899,job_2302,2302,371,402,9
3902,job_2303,2303,292,425,19
3909,job_2304,2304,356,543,19
3909,job_2305,2305,1921,2023,25
3919,job_2306,2306,245,455,10
3921,job_2307,2307,1194,2893,19
3924,job_2308,2308,381,468,6
3930,job_2309,2309,211,464,12
3931,job_2310,2310,1358,2157,12
3939,job_2311,2311,246,466,5
3943,job_2312,2312,207,621,13
3944,job_2313,2313,746,1755,28
3949,job_2314,2314,100,550,16
3956,job_2315,2315,320,468,5
3963,job_2316,2316,273,509,19
3963,job_2317,2317,1425,2027,18
3965,job_2318,2318,1000,2706,15
3967,job_2319,2319,610,2733,49
3967,job_2320,2320,871,2159,39
3969,job_2321,2321,1141,2486,35
3974,job_2322,2322,317,497,11
3981,job_2323,2323,391,415,14
3983,job_2324,2324,1582,3149,42
3984,job_2325,2325,1008,2374,35
3985,job_2326,2326,1636,2532,45
3985,job_2327,2327,1253,2536,19
3985,job_2328,2328,1467,1515,36
3991,job_2329,2329,149,617,9
3999,job_2330,2330,392,501,20
4004,job_2331,2331,385,558,14
4005,job_2332,2332,1037,2799,31
4006,job_2333,2333,1702,3112,24
4009,job_2334,2334,183,595,15
4011,job_2335,2335,327,600,17
4013,job_2336,2336,1278,2904,22
4014,job_2337,2337,1371,2030,29
4017,job_2338,2338,340,706,18
4024,job_2339,2339,389,600,20
4031,job_2340,2340,176,567,17
4033,job_2341,2341,544,2386,35
4033,job_2342,2342,1245,2464,30
4042,job_2343,2343,314,557,18
4044,job_2344,2344,1113,1384,36
4045,job_2345,2345,1013,900,25
4046,job_2346,2346,1418,1149,50
4046,job_2347,2347,736,839,50
4047,job_2348,2348,782,2478,20
4047,job_2349,2349,873,2823,18
4049,job_2350,2350,1382,2124,33
4049,job_2351,2351,779,1881,22
4059,job_2352,2352,373,688,5
4060,job_2353,2353,1216,1671,24
4063,job_2354,2354,276,547,5
4070,job_2355,2355,331,695,17
4070,job_2356,2356,904,2778,13
4074,job_2357,2357,194,284,12
4084,job_2358,2358,322,550,11
4084,job_2359,2359,1771,1279,39
4093,job_2360,2360,290,426,5
4094,job_2361,2361,1395,2858,33
4104,job_2362,2362,273,738,12
4112,job_2363,2363,228,399,17
4113,job_2364,2364,1630,1189,45
4115,job_2365,2365,1293,1794,10
4124,job_2366,2366,283,502,6
4124,job_2367,2367,1122,2408,36
4126,job_2368,2368,1314,3006,26
4134,job_2369,2369,335,529,19
4136,job_2370,2370,1483,2176,20
4145,job_2371,2371,193,515,10
4145,job_2372,2372,1041,2118,12
4146,job_2373,2373,1618,2496,38
4149,job_2374,2374,267,446,13
4151,job_2375,2375,1061,1657,13
4157,job_2376,2376,343,447,8
4157,job_2377,2377,1440,2301,31
4159,job_2378,2378,1104,1553,37
4169,job_2379,2379,354,361,13
4169,job_2380,2380,1345,1931,29
4176,job_2381,2381,297,641,12
4177,job_2382,2382,1350,2172,29
4187,job_2383,2383,366,637,8
4191,job_2384,2384,478,367,20
4192,job_2385,2385,1076,2331,40
4194,job_2386,2386,1100,2264,14
4204,job_2387,2387,100,602,16
4213,job_2388,2388,261,645,7
4213,job_2389,2389,1268,1863,25
4213,job_2390,2390,1445,1483,31
4215,job_2391,2391,1254,2319,18
4221,job_2392,2392,360,509,16
4221,job_2393,2393,1507,1880,24
4222,job_2394,2394,1403,1797,42
4222,job_2395,2395,1539,2452,45
4222,job_2396,2396,981,2283,38
4225,job_2397,2397,354,540,16
4225,job_2398,2398,1207,1483,46
4230,job_2399,2399,374,549,15
4231,job_2400,2400,824,1861,33
4237,job_2401,2401,461,544,9
4238,job_2402,2402,1337,2130,42
4240,job_2403,2403,1208,2316,19
4242,job_2404,2404,1364,1666,42
4244,job_2405,2405,1037,1319,44
4249,job_2406,2406,419,502,11
4251,job_2407,2407,1029,1372,28
4252,job_2408,2408,1129,2529,27
4258,job_2409,2409,193,550,7
4262,job_2410,2410,214,727,16
4263,job_2411,2411,1434,1497,33
4264,job_2412,2412,1076,2938,24
4265,job_2413,2413,996,2714,18
4267,job_2414,2414,1404,1793,27
4275,job_2415,2415,115,523,10
4277,job_2416,2416,1146,1697,17
4279,job_2417,2417,1086,2719,32
4280,job_2418,2418,1264,1957,19
4282,job_2419,2419,1000,2071,50
4284,job_2420,2420,1358,1538,43
4293,job_2421,2421,286,442,19
4301,job_2422,2422,365,504,14
4302,job_2423,2423,1751,2336,40
4302,job_2424,2424,1093,1885,12
4305,job_2425,2425,155,451,12
4313,job_2426,2426,168,552,9
4315,job_2427,2427,277,407,20
4315,job_2428,2428,1247,1402,19
4316,job_2429,2429,1313,1018,24
4318,job_2430,2430,1328,1524,20
4322,job_2431,2431,296,393,15
4322,job_2432,2432,915,3152,45
4322,job_2433,2433,1020,2684,16
4327,job_2434,2434,280,515,14
4328,job_2435,2435,1497,2169,39
4328,job_2436,2436,1030,1760,21
4332,job_2437,2437,333,304,16
4338,job_2438,2438,397,472,20
4346,job_2439,2439,318,474,8
4352,job_2440,2440,126,531,17
4353,job_2441,2441,235,1970,30
4356,job_2442,2442,116,727,6
4365,job_2443,2443,307,587,7
4365,job_2444,2444,1599,2095,39
4369,job_2445,2445,157,568,16
4375,job_2446,2446,310,613,18
4384,job_2447,2447,321,582,19
4393,job_2448,2448,271,495,5
4393,job_2449,2449,1352,2595,33
4393,job_2450,2450,1379,940,21
4400,job_2451,2451,450,519,9
4400,job_2452,2452,2079,1854,25
4408,job_2453,2453,346,510,14
4418,job_2454,2454,326,384,18
4419,job_2455,2455,1369,3014,46
4419,job_2456,2456,1243,1838,35
4421,job_2457,2457,1402,2551,15
4423,job_2458,2458,1242,2493,13
4424,job_2459,2459,859,1792,23
4426,job_2460,2460,1485,1531,49
4429,job_2461,2461,336,516,15
4430,job_2462,2462,1741,2038,10
4436,job_2463,2463,312,539,12
4436,job_2464,2464,1286,1555,23
4437,job_2465,2465,733,1307,42
4437,job_2466,2466,1169,1313,16
4445,job_2467,2467,513,430,17
4454,job_2468,2468,265,429,6
4456,job_2469,2469,1184,2288,43
4464,job_2470,2470,294,672,14
4474,job_2471,2471,112,464,15
4476,job_2472,2472,941,1980,38
4476,job_2473,2473,1722,1621,42
4478,job_2474,2474,1240,2050,28
4479,job_2475,2475,1511,1686,37
4479,job_2476,2476,1005,1502,18
4480,job_2477,2477,1094,2189,26
4483,job_2478,2478,243,652,6
4485,job_2479,2479,187,430,10
4486,job_2480,2480,1202,2645,27
4486,job_2481,2481,968,1181,45
4488,job_2482,2482,1428,2098,46
4489,job_2483,2483,1198,1639,15
4489,job_2484,2484,1532,1777,24
4491,job_2485,2485,417,639,10
4492,job_2486,2486,1658,1741,14
4494,job_2487,2487,1445,1947,38
4502,job_2488,2488,487,601,16
4504,job_2489,2489,600,2124,19
4514,job_2490,2490,331,660,8
4524,job_2491,2491,374,657,10
4528,job_2492,2492,153,557,8
4530,job_2493,2493,310,484,18
4531,job_2494,2494,1212,1779,21
4531,job_2495,2495,1413,2140,28
4535,job_2496,2496,319,624,20
4545,job_2497,2497,199,631,17
4546,job_2498,2498,1218,2608,26
4546,job_2499,2499,978,2529,30
4546,job_2500,2500,1150,2644,34
4552,job_2501,2501,370,575,16
4554,job_2502,2502,818,1547,37
4564,job_2503,2503,267,716,7
4573,job_2504,2504,348,395,11
4573,job_2505,2505,1278,1307,27
4574,job_2506,2506,1159,1435,31
4575,job_2507,2507,1352,2498,12
4585,job_2508,2508,221,500,9
4587,job_2509,2509,1366,1834,42
4588,job_2510,2510,1631,2819,30
4597,job_2511,2511,349,382,12
4600,job_2512,2512,318,556,13
4602,job_2513,2513,1093,1986,11
4606,job_2514,2514,354,617,14
4607,job_2515,2515,708,1981,16
4609,job_2516,2516,1258,2542,19
4610,job_2517,2517,552,2042,47
4611,job_2518,2518,1298,2532,38
4615,job_2519,2519,340,562,12
4617,job_2520,2520,1415,1674,40
4626,job_2521,2521,370,446,19
4634,job_2522,2522,388,510,7
4643,job_2523,2523,469,452,8
4649,job_2524,2524,293,530,6
4650,job_2525,2525,1359,1965,37
4651,job_2526,2526,898,2019,44
4651,job_2527,2527,1641,2180,37
4653,job_2528,2528,1193,2111,31
4662,job_2529,2529,486,412,20
4664,job_2530,2530,1462,1867,31
4666,job_2531,2531,1312,1983,28
4668,job_2532,2532,913,2348,47
4670,job_2533,2533,1560,2245,26
4679,job_2534,2534,321,319,15
4683,job_2535,2535,100,537,9
4689,job_2536,2536,218,682,11
4691,job_2537,2537,1079,2107,18
4699,job_2538,2538,280,564,20
4708,job_2539,2539,242,473,5
4718,job_2540,2540,355,538,17
4726,job_2541,2541,317,269,10
4730,job_2542,2542,274,586,9
4736,job_2543,2543,218,529,14
4744,job_2544,2544,294,616,18
4744,job_2545,2545,1042,2232,30
4746,job_2546,2546,1446,1185,11
4750,job_2547,2547,330,532,17
4759,job_2548,2548,363,565,11
4764,job_2549,2549,498,468,16
4765,job_2550,2550,1338,2182,29
4771,job_2551,2551,247,590,6
4776,job_2552,2552,345,420,5
4777,job_2553,2553,912,1394,43
4777,job_2554,2554,1497,2475,12
4777,job_2555,2555,1195,2221,29
4777,job_2556,2556,859,1794,43
4784,job_2557,2557,409,433,6
4786,job_2558,2558,922,2407,35
4787,job_2559,2559,1336,1883,21
4787,job_2560,2560,1336,2600,14
4796,job_2561,2561,378,392,9
4797,job_2562,2562,1324,2231,21
4797,job_2563,2563,1018,1393,47
4799,job_2564,2564,180,509,13
4800,job_2565,2565,1748,3128,37
4802,job_2566,2566,769,1966,42
4812,job_2567,2567,280,548,7
4822,job_2568,2568,309,414,8
4825,job_2569,2569,255,397,5
4825,job_2570,2570,1311,1688,25
4834,job_2571,2571,369,551,17
4835,job_2572,2572,1314,2272,12
4839,job_2573,2573,290,561,14
4840,job_2574,2574,1567,2388,40
4849,job_2575,2575,263,593,10
4856,job_2576,2576,100,482,8
4858,job_2577,2577,1450,2880,23
4859,job_2578,2578,1001,2290,25
4859,job_2579,2579,1538,2442,42
4867,job_2580,2580,221,545,20
4868,job_2581,2581,1617,1375,40
4870,job_2582,2582,724,2710,36
4874,job_2583,2583,235,443,14
4881,job_2584,2584,329,672,10
4881,job_2585,2585,804,1740,18
4883,job_2586,2586,1308,1680,20
4885,job_2587,2587,1602,2100,28
4885,job_2588,2588,764,2166,23
4889,job_2589,2589,327,467,10
4894,job_2590,2590,208,438,13
4895,job_2591,2591,1329,1749,43
4895,job_2592,2592,738,1424,45
4904,job_2593,2593,103,486,12
4908,job_2594,2594,465,733,7
4913,job_2595,2595,285,532,14
4919,job_2596,2596,278,608,7
4921,job_2597,2597,801,3606,35
4922,job_2598,2598,993,2225,22
4928,job_2599,2599,349,606,6
4928,job_2600,2600,842,2411,28
4935,job_2601,2601,341,553,6
4935,job_2602,2602,2017,2236,44
4941,job_2603,2603,285,373,5
4941,job_2604,2604,1249,1990,22
4942,job_2605,2605,652,1993,45
4944,job_2606,2606,1304,2408,37
4944,job_2607,2607,823,2632,26
4945,job_2608,2608,1421,2332,13
4952,job_2609,2609,267,507,16
4962,job_2610,2610,348,386,18
4965,job_2611,2611,282,367,11
4965,job_2612,2612,818,2463,18
4974,job_2613,2613,393,481,6
4979,job_2614,2614,479,523,19
4980,job_2615,2615,984,3159,11
4982,job_2616,2616,209,492,13
4983,job_2617,2617,1746,2256,40
4984,job_2618,2618,1395,1572,47
4991,job_2619,2619,110,502,18
4991,job_2620,2620,1086,2313,29
4995,job_2621,2621,206,468,14
4999,job_2622,2622,262,519,20
4999,job_2623,2623,1404,1452,24
4999,job_2624,2624,1265,2160,24
5003,job_2625,2625,335,561,10
5004,job_2626,2626,1418,2151,48
5004,job_2627,2627,1088,2475,38
5012,job_2628,2628,229,569,9
5014,job_2629,2629,1354,2540,25
5020,job_2630,2630,329,568,20
5021,job_2631,2631,760,2754,35
5021,job_2632,2632,1345,1108,39
5022,job_2633,2633,1007,2586,23
5024,job_2634,2634,411,385,13
5031,job_2635,2635,265,615,19
5038,job_2636,2636,143,613,19
5043,job_2637,2637,493,340,10
5044,job_2638,2638,1443,2061,28
5050,job_2639,2639,100,399,11
5052,job_2640,2640,249,391,20
5062,job_2641,2641,240,473,5
5062,job_2642,2642,1513,2041,46
5071,job_2643,2643,355,461,9
5078,job_2644,2644,293,498,12
5082,job_2645,2645,250,488,17
5084,job_2646,2646,596,2365,32
5089,job_2647,2647,302,519,19
5095,job_2648,2648,225,608,15
5099,job_2649,2649,377,524,6
5099,job_2650,2650,1017,1320,23
5099,job_2651,2651,1015,1958,32
5103,job_2652,2652,350,434,17
5112,job_2653,2653,371,499,11
5113,job_2654,2654,1019,1154,10
5118,job_2655,2655,198,633,14
5128,job_2656,2656,301,259,9
5129,job_2657,2657,1423,1943,44
5130,job_2658,2658,1041,3041,27
5130,job_2659,2659,1924,1012,12
5132,job_2660,2660,1994,2216,43
5136,job_2661,2661,311,387,7
5138,job_2662,2662,1485,2421,41
5144,job_2663,2663,289,523,18
5146,job_2664,2664,1159,1809,28
5147,job_2665,2665,1397,1403,35
5152,job_2666,2666,200,273,12
5156,job_2667,2667,330,595,12
5163,job_2668,2668,156,433,13
5166,job_2669,2669,291,435,10
5169,job_2670,2670,411,609,5
5175,job_2671,2671,275,442,10
5184,job_2672,2672,288,576,17
5189,job_2673,2673,372,467,15
5199,job_2674,2674,233,475,11
5201,job_2675,2675,1335,2269,27
5203,job_2676,2676,1105,2290,31
5206,job_2677,2677,324,564,16
5215,job_2678,2678,213,557,5
5218,job_2679,2679,213,473,20
5221,job_2680,2680,207,552,18
5222,job_2681,2681,1179,2802,50
5228,job_2682,2682,196,341,11
5234,job_2683,2683,325,406,18
5239,job_2684,2684,357,553,19
5244,job_2685,2685,270,402,13
5246,job_2686,2686,437,368,17
5254,job_2687,2687,323,434,5
5263,job_2688,2688,233,545,10
5263,job_2689,2689,764,1280,11
5272,job_2690,2690,296,473,19
5280,job_2691,2691,346,382,17
5288,job_2692,2692,321,437,9
5290,job_2693,2693,1484,2686,48
5291,job_2694,2694,1313,2489,31
5291,job_2695,2695,1406,2507,44
5293,job_2696,2696,917,2967,20
5298,job_2697,2697,137,477,11
5307,job_2698,2698,207,516,10
5308,job_2699,2699,1040,1923,30
5310,job_2700,2700,1052,2493,26
5311,job_2701,2701,1127,1646,34
5313,job_2702,2702,969,2374,12
5315,job_2703,2703,1438,2423,20
5320,job_2704,2704,109,451,10
5325,job_2705,2705,362,510,6
5330,job_2706,2706,333,466,15
5338,job_2707,2707,259,375,10
5347,job_2708,2708,309,434,15
5355,job_2709,2709,415,558,8
5355,job_2710,2710,1189,2708,34
5357,job_2711,2711,275,452,11
5357,job_2712,2712,1032,2296,45
5363,job_2713,2713,313,325,8
5373,job_2714,2714,328,399,14
5373,job_2715,2715,1329,1484,21
5377,job_2716,2716,303,456,14
5379,job_2717,2717,1589,1383,30
5381,job_2718,2718,1890,2293,38
5391,job_2719,2719,194,501,14
5391,job_2720,2720,823,1560,31
5391,job_2721,2721,1120,2160,11
5400,job_2722,2722,350,530,13
5401,job_2723,2723,1571,1932,43
5402,job_2724,2724,869,1380,20
5408,job_2725,2725,422,476,18
5415,job_2726,2726,116,322,19
5425,job_2727,2727,287,722,10
5430,job_2728,2728,225,471,9
5438,job_2729,2729,321,380,20
5442,job_2730,2730,287,536,6
5444,job_2731,2731,331,581,7
5451,job_2732,2732,228,623,9
5451,job_2733,2733,1089,2543,13
5452,job_2734,2734,1330,2685,38
5453,job_2735,2735,953,1877,47
5454,job_2736,2736,1217,2334,33
5458,job_2737,2737,356,539,8
5466,job_2738,2738,298,502,6
5470,job_2739,2739,368,609,13
5472,job_2740,2740,1704,1439,27
5472,job_2741,2741,1582,2642,27
5472,job_2742,2742,1367,2054,39
5474,job_2743,2743,1125,1927,17
5484,job_2744,2744,224,464,9
5486,job_2745,2745,1119,2267,15
5487,job_2746,2746,954,1017,38
5488,job_2747,2747,1014,1493,49
5489,job_2748,2748,834,2501,49
5493,job_2749,2749,260,479,16
5496,job_2750,2750,271,387,16
5502,job_2751,2751,489,633,16
5503,job_2752,2752,761,2498,43
5503,job_2753,2753,1660,2031,23
5504,job_2754,2754,551,2350,39
5513,job_2755,2755,335,671,18
5520,job_2756,2756,278,532,12
5527,job_2757,2757,371,462,5
5534,job_2758,2758,300,449,19
5539,job_2759,2759,100,422,5
5546,job_2760,2760,259,560,9
5546,job_2761,2761,1187,1000,36
5548,job_2762,2762,1320,2262,45
5551,job_2763,2763,292,614,11
5558,job_2764,2764,431,498,12
5566,job_2765,2765,307,375,8
5569,job_2766,2766,439,675,20
5571,job_2767,2767,1251,2292,43
5581,job_2768,2768,192,439,13
5590,job_2769,2769,207,582,5
5592,job_2770,2770,1532,2691,13
5602,job_2771,2771,196,388,18
5605,job_2772,2772,210,631,18
5607,job_2773,2773,366,554,18
5614,job_2774,2774,399,515,12
5614,job_2775,2775,1258,1500,33
5621,job_2776,2776,184,564,7
5621,job_2777,2777,1139,1739,19
5625,job_2778,2778,397,527,9
5635,job_2779,2779,390,547,10
5644,job_2780,2780,271,473,14
5645,job_2781,2781,1055,1260,11
5653,job_2782,2782,432,474,16
5654,job_2783,2783,1511,2059,19
5656,job_2784,2784,1176,2734,32
5657,job_2785,2785,919,2866,21
5658,job_2786,2786,883,1630,25
5660,job_2787,2787,109,626,5
5662,job_2788,2788,1149,2234,19
5662,job_2789,2789,857,2050,26
5664,job_2790,2790,1036,1598,36
5674,job_2791,2791,136,422,7
5684,job_2792,2792,259,411,7
5689,job_2793,2793,153,302,10
5691,job_2794,2794,1085,2195,15
5693,job_2795,2795,1233,1421,31
5693,job_2796,2796,1321,1653,14
5693,job_2797,2797,1696,2217,14
5702,job_2798,2798,251,633,13
5710,job_2799,2799,284,568,16
5710,job_2800,2800,915,2836,21
5716,job_2801,2801,312,412,10
5724,job_2802,2802,430,647,7
5726,job_2803,2803,454,349,12
5735,job_2804,2804,209,455,20
5735,job_2805,2805,513,2611,18
5736,job_2806,2806,1195,2538,43
5738,job_2807,2807,1364,1895,21
5738,job_2808,2808,1478,1463,21
5743,job_2809,2809,100,424,5
5744,job_2810,2810,1256,2722,39
5746,job_2811,2811,724,1948,40
5751,job_2812,2812,312,728,19
5753,job_2813,2813,364,327,15
5755,job_2814,2814,1144,1222,49
5755,job_2815,2815,1365,2318,32
5756,job_2816,2816,1321,1981,34
5756,job_2817,2817,1275,2619,24
5757,job_2818,2818,1118,2524,39
5762,job_2819,2819,249,490,15
5767,job_2820,2820,141,606,12
5769,job_2821,2821,246,637,6
5771,job_2822,2822,356,331,20
5772,job_2823,2823,1123,2276,29
5773,job_2824,2824,1317,2259,39
5775,job_2825,2825,343,705,11
5775,job_2826,2826,944,1858,26
5777,job_2827,2827,1649,2220,20
5780,job_2828,2828,436,409,5
5781,job_2829,2829,1156,1648,22
5788,job_2830,2830,218,402,18
5789,job_2831,2831,1193,2082,30
